"Date Visited","Agency","Site ID","Service Center","Site Address","Borough","Secret Shopper Language","Interaction with Security Guards","Interaction with Reception Staff","Interaction with Frontline Staff","Does Facility have signs posted notifying clients 
to the right of interpretation services?","Languages in which the facility has translated signs relating to service being provided","Languages in which the facility has translated documents","Method in which interpretation was made available","Time spent waiting for an interpreter after speaking to staff member","Did the Secret Shopper receive the information or service asked for?","Postcode","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"06/28/2017","NYCHA","NHA-K-09","Brooklyn/Staten Island Customer Contact Center","787 Atlantic Ave.","Brooklyn","Arabic","Good","Good","Good","Yes","Spanish","None","Bilingual staff","10-30 minutes","Yes","11238","40.681945","-73.968351","302","35","3335094","3020090001","199","BK0204"
"07/03/2017","CLERK","CCK-S-01","Borough Office","10 Richmond Terrace","Staten Island","Chinese","Excellent","N/A","Excellent","None","None",,"Bilingual staff","10-30 minutes","Yes","10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/03/2017","CLERK","CCK-S-01","Borough Office","10 Richmond Terrace","Staten Island",,"Fair","Good",,,,,,,,"10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/03/2017","DEP","DEP-S-01","Staten Island Borough Office","60 Bay St","Staten Island","Arabic","Good","Good","Fair","Yes","None",,"Language Line","10-30 minutes","Yes","10301","40.640558","-74.07569","501","49","5000025","5000050051","3","SI0101"
"07/03/2017","DEP","DEP-S-01","Staten Island Borough Office","60 Bay St","Staten Island","Arabic","Good","Good","Fair","Yes",,,,,,"10301","40.640558","-74.07569","501","49","5000025","5000050051","3","SI0101"
"07/03/2017","DOF","DOF-S-01","Staten Island Business Center","350 St. Marks Pl","Staten Island","Arabic","N/A","Good","Good","Yes","Spanish, Chinese",,"Language Line","5-10 minutes","Yes","10301","40.640708","-74.077697","501","49","5000185","5000160054","3","SI0101"
"07/03/2017","DOF","DOF-S-01","Staten Island Business Center","350 St. Marks Pl","Staten Island",,"N/A","Good",,"Yes","Spanish, Japanese, Korean",,,,,"10301","40.640708","-74.077697","501","49","5000185","5000160054","3","SI0101"
"07/03/2017","HRA","HRA-S-02","Office of Child Support Enforcement - Richmond County","100 Richmond Terrace","Staten Island","Arabic","Good","Good","Good","Yes","Spanish, Korean",,"Language Line","5-10 minutes","Yes","10301","40.644935","-74.07723","501","49","5000090","5000090022","7","SI0101"
"07/03/2017","HRA","HRA-S-02","Office of Child Support Enforcement - Richmond County","100 Richmond Terrace","Staten Island",,"Fair","Good",,,"Korean, Arabic, Spanish",,,,"Yes","10301","40.644935","-74.07723","501","49","5000090","5000090022","7","SI0101"
"07/03/2017","HRA","HRA-S-02","Office of Child Support Enforcement - Richmond County","100 Richmond Terrace","Staten Island",,"Fair",,,"Yes","Spanish, Korean",,,,"Yes","10301","40.644935","-74.07723","501","49","5000090","5000090022","7","SI0101"
"07/03/2017","IDNYC","IDN-S-01","Business Center","350 St. Marks Pl","Staten Island","Chinese","N/A","Excellent","Excellent",,"Chinese, Spanish, Japanese, Korean",,"Bilingual staff","5 minutes or less","Yes","10301","40.640708","-74.077697","501","49","5000185","5000160054","3","SI0101"
"07/03/2017","IDNYC","IDN-S-01","Buisiness Centers","350 St. Marks Pl","Staten Island","Arabic","N/A","Good","Excellent",,"Spanish, Japanese, Korean",,,,,"10301","40.640708","-74.077697","501","49","5000185","5000160054","3","SI0101"
"07/05/2017","ENDGBDV","MYR-Q-02","NYC Family Justice Center","126-02 82nd Ave.","Queens","Chinese","Excellent","Excellent","N/A","Yes","Various","Chinese","N/A","5 minutes or less","No","11415","40.713732","-73.826122","409","29","4458616","4096570001","21601","QN0901"
"07/05/2017","DOB","DOB-Q-01","Queens Borough Office","120-55 Queens Boulevard","Queens","Arabic","Excellent","Good","Good","Yes","None",,"Language Line","10-30 minutes","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/05/2017","ENDGBDV","MYR-Q-02","NYC Family Justice Center","126-02 82nd Ave.","Queens","Chinese","Excellent","Excellent","N/A","None","Chinese",,"Language Line","5 minutes or less","Yes","11415","40.713732","-73.826122","409","29","4458616","4096570001","21601","QN0901"
"07/05/2017","HPD","HPD-Q-02","Code Enforcement Services","120-55 Queens Blvd.","Queens","Chinese","Good","Excellent","N/A","Yes","Spanish",,"Language Line","10-30 minutes","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/06/2017","DEP","DEP-B-01","Bronx Borough Office","1932 Arthur Avenue","Bronx","Hindi","Fair","Excellent","Excellent","Yes","Chinese, Spanish",,"Language Line","10-30 minutes","Yes","10457","40.845685","-73.893294","206","15","2009911","2029470018","36901","BX0602"
"07/06/2017","DOB","DOB-B-01","Bronx Borough Office","1932 Arthur Ave","Bronx","Arabic","Excellent","Good","Good",,"None",,"Bilingual staff","5-10 minutes","Yes","10457","40.845685","-73.893294","206","15","2009911","2029470018","36901","BX0602"
"07/06/2017","DOHMH","DOH-B-05","Tremont Health Center","1826 Arthur Ave","Bronx","Arabic","Good","Good","Good","Yes",,,,,,"10457","40.844083","-73.894482","206","15","2009891","2029450018","36901","BX0602"
"07/06/2017","HRA","HRA-B-08","Crotona Job Center","1910 Monterey Ave. Fl. 1","Bronx","Arabic","Good","Good","Fair","Yes","None",,"Language Line","5-10 minutes","Yes","10457","40.846932","-73.895099","206","15","2011826","2030600032","37504","BX0602"
"07/06/2017","HRA","HRA-B-07","Crotona SNAP","1910 Monterey Ave. 5th Fl.","Bronx","Bengali","Poor","Fair","Fair","Yes","Spanish",,"Language Line","10-30 minutes","Yes","10457","40.846932","-73.895099","206","15","2011826","2030600032","37504","BX0602"
"07/06/2017","HRA","HRA-B-07","Crotona SNAP","1910 Monterey Ave. 5th Fl.","Bronx","Bengali","Good",,,"Yes","Spanish, Chinese and Arabic","Spanish",,,,"10457","40.846932","-73.895099","206","15","2011826","2030600032","37504","BX0602"
"07/07/2017","HRA","HRA-K-26","North Brooklyn SNAP","500 Dekalb Ave.","Brooklyn","Bengali","Good","Fair","Fair","Yes","Hindi, Urdu, Arabic",,"Language Line","> 30 minutes","Yes","11205","40.690758","-73.956635","303","36","3055395","3019410020","233","BK0301"
"07/07/2017","HRA","HRA-K-27","Dekalb Job Center","500 Dekalb Ave.","Brooklyn","Arabic","Good","Fair","Fair","Yes","None",,"None","> 30 minutes","No","11205","40.690758","-73.956635","303","36","3055395","3019410020","233","BK0301"
"07/10/2017","DOE","DOE-B-01","District Office","1 Fordham Plaza","Bronx","Bengali","Good","Good","N/A","Yes","Spanish",,"Told to bring someone to translate","N/A","No","10458","40.860739","-73.889585","206","15","2088325","2030330053","387","BX0603"
"07/10/2017","NYCHA","NHA-B-06","Bronx/Manhattan Customer Contact Center","478 East Fordham Road","Bronx","Bengali","Good","Fair","Good","Yes","Spanish","Spanish","None","N/A",,"10458","40.86051","-73.889148","206","15","2088325","2030330053","387","BX0603"
"07/10/2017","SBS","SBS-B-01","Workforce1 Career Center","1029 E 163rd St Floor 3","Bronx","Chinese","Fair","Excellent","N/A","None","Spanish",,"Bilingual staff","5-10 minutes","Yes","10459","40.820992","-73.891801","202","17","2005788","2027240190","159","BX0202"
"07/12/2017","DOE","DOE-K-13","District Office","797 Bushwick Ave","Brooklyn","Arabic","Good","Good","Excellent","Yes","None",,"Other","5-10 minutes","Yes","11221","40.695056","-73.92814","304","34","3073761","3032420001","393","BK0401"
"07/12/2017","DOE","DOE-K-13","District Office","797 Bushwick Ave","Brooklyn",,"Excellent","Excellent","Excellent","Yes","Spanish",,"Other","N/A","Yes","11221","40.695056","-73.92814","304","34","3073761","3032420001","393","BK0401"
"07/12/2017","DPR","DPR-K-06","Herbert Von King Cultural Arts Recreation Center","670 Lafayette Ave","Brooklyn","N/A","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","11216","40.690394","-73.946769","303","36","3049973","3017900001","263","BK0301"
"07/12/2017","HRA","HRA-K-14","Williamsburg SNAP","30 Thornton St.","Brooklyn","Bengali","Good","Fair","Good","Yes","Spanish, Japanese, Arabic",,"Language Line","5-10 minutes","Yes","11206","40.701103","-73.94354","301","33","3061504","3022760012","507","BK0103"
"07/12/2017","HRA","HRA-K-15","Bushwick Job Center","30 Thornton St.","Brooklyn","Arabic","Good","Good","Good","Yes","Spanish, Korean, Arabic",,"Other","5-10 minutes","Yes","11206","40.701103","-73.94354","301","33","3061504","3022760012","507","BK0103"
"07/13/2017","CLERK","CCK-B-01","Borough Office","851 Grand Concourse","Bronx","Chinese","Fair","Excellent","N/A","Yes","None",,"Bilingual staff","5 minutes or less","Yes","10451","40.826048","-73.923102","204","16","2002869","2024680001","6301","BX0401"
"07/13/2017","CLERK","CCK-B-01","Borough Office","851 Grand Concourse","Bronx","Chinese","Fair",,"N/A","None","None",,"Bilingual staff","5 minutes or less","Yes","10451","40.826048","-73.923102","204","16","2002869","2024680001","6301","BX0401"
"07/13/2017","DHS","DHS-B-02","PATH Families Intake","151 E 151st St","Bronx",,"Fair","Good",,"Yes","None",,,,,"10451","40.821239","-73.927563","204","8","2117641","2023530057","6301","BX0401"
"07/13/2017","ENDGBDV","MYR-B-01","NYC Family Justice Center","198 East 161 St.","Bronx","Hindi","Good","Excellent","Excellent","Yes","Spanish",,"Language Line","5 minutes or less","Yes","10451","40.826354","-73.921024","204","16","2099027","2024430094","61","BX0401"
"07/13/2017","HRA","HRA-B-18","Rider Job Center","300 Canal Pl. Fl. 1","Bronx","Arabic","Good","Fair","Good","Yes","Arabic, Chinese, Spanish",,"Language Line","5-10 minutes","Yes","10451","40.813153","-73.927579","201","8","2000978","2023400072","51","BX0101"
"07/13/2017","HRA","HRA-B-10","Lincoln Hospital Medicaid Office","234 E 149th St. Basement Rm. B-75","Bronx","Arabic","Good","Good","Fair","Yes","Spanish",,"Language Line","5-10 minutes","Yes","10451","40.81774","-73.924156","201","17","2097050","2023350016","65","BX0102"
"07/13/2017","IDNYC","IDN-B-O1","Lincoln Medical Center","234 E 149th","Bronx","Arabic","Good","Good","Good","Yes","Chinese, Spanish, Korean",,"Language Line","5-10 minutes","Yes",,,,,,,,,
"07/13/2017","IDNYC","IDN-B-O1","Lincoln Medical Center","234 E 149th","Bronx","Arabic","Good","Good","Good","Yes","Chinese, Spanish, Korean",,"Language Line","5-10 minutes","Yes",,,,,,,,,
"07/19/2017","DCWP","DCA-M-04","Adjudications Unit","66 John St","Manhattan","Arabic","Good","Good","Good","Yes","None",,"Bilingual staff","5-10 minutes","Yes","10038","40.708933","-74.007614","101","1","1079043","1000670001","1502","MN0101"
"07/24/2017","BIC","BIC-M-01","Licensing Unit","100 Church St. Fl. 20","Manhattan","Hindi","Good",,,"Yes","Spanish, Chinese, Korean",,"Bilingual staff","5-10 minutes",,"10007","40.712968","-74.00949","101","1","1001409","1001250020","21","MN0102"
"07/24/2017","BIC","BIC-M-01","Licensing Unit","100 Church St. Fl. 20","Manhattan",,"Good",,,"Yes","Spanish, Chinese, Korean",,,,,"10007","40.712968","-74.00949","101","1","1001409","1001250020","21","MN0102"
"07/24/2017","DOT","DOT-Q-02","Parking Operations","34-02 Queens Blvd","Queens",,"Good",,,"Yes","None","None",,,,"11101","40.744537","-73.930602","402","26","4003435","4002460001","17902","QN0202"
"07/25/2017","DFTA","DFA-M-02","Senior Employment Services","2 Lafayette St. Floor 6","Manhattan","Chinese","Good","Excellent","N/A","Yes","Chinese, Vietnamese, Spanish",,"Bilingual staff","5 minutes or less","Yes","10007","40.713723","-74.003586","101","1","1001672","1001550001","31","MN0102"
"07/25/2017","HRA","HRA-M-37","Office of Child Support Enforcement","151 West Broadway Fl. 4","Manhattan",,"Good",,,"Yes","None",,,,,"10013","40.717242","-74.007853","101","1","1001621","1001480010","33","MN0102"
"07/27/2017","HRA","HRA-Q-08","Jamaica Job Center","165-08 88th Ave.","Queens","Arabic","Excellent","Excellent","Excellent","Yes","Spanish, Arabic, French, Chinese, Korean",,"Other",,,"11432","40.708661","-73.796703","412","24","4210062","4098150056","460","QN1201"
"07/27/2017","HRA","HRA-Q-03","Jamaica SNAP","165-08 88th Ave. Fl. 3","Queens","Bengali","Excellent","Excellent","Excellent","Yes",,,,"None",,"11432","40.708661","-73.796703","412","24","4210062","4098150056","460","QN1201"
"07/31/2017","DCWP","DCA-M-01","Licensing Unit","90-15 Sutphin Blvd","Queens",,"N/A","Poor","N/A",,"Spanish, Korean",,"None","N/A","Yes","11435","40.702571","-73.808241","412","27","4206784","4096770007","240","QN1201"
"07/31/2017","DOE","DOE-Q-04","Student Enrollment","90-27 Sutphin Blvd Floor 1","Queens","Bengali","N/A","Good","Good","Yes","Spanish, Korean",,"None","N/A","No","11435","40.70234","-73.808148","412","27","4206784","4096770007","240","QN1201"
"07/31/2017","DOHMH","DOH-Q-08","Sexual Health Services","90-37 Parsons Blvd","Queens","Chinese","Good","Fair","Good","Yes","Spanish",,"Language Line","10-30 minutes","Yes","11432","40.703826","-73.800483","412","27","4208836","4097560006","44601","QN1201"
"07/31/2017","DOHMH","DOH-Q-10","Queens Early Intervention Office","90-27 Parsons Blvd","Queens","Bengali","Excellent","Good","Fair","Yes","Spanish",,"None","10-30 minutes","Yes","11432","40.704136","-73.80067","412","27","4595378","4097560006","44601","QN1201"
"08/02/2017","DOHMH","DOH-M-05","Manhattanville Sexual Health Clinic","21 Old Broadway","Manhattan","Arabic","Good","Good","Good","Yes","Spanish, Chinese, French",,"Language Line","10-30 minutes","Yes","10027","40.815573","-73.956864","109","7","1059720","1019830003","219","MN0902"
"08/02/2017","HPD","HPD-M-05","Code Enforcement Services","94 Old Broadway","Manhattan","Chinese","N/A","Good","Good","Yes","Spanish, Chinese",,"Language Line","10-30 minutes","Yes","10027","40.818149","-73.955396","109","7","1059727","1019860065","219","MN0902"
"08/02/2017","NYPD","NYP-M-02","Tow Pound","Pier 76. W 38 & 12th Avenue","Manhattan","Chinese","Good","Poor","Good","None","None",,"Other","5-10 minutes","Yes","10018","40.758493","-74.004924","104","3","1000000","1006650010","9903","MN0401"
"06/21/2018","CLERK","CCK-M-01","Borough Office","141 Worth St.","Manhattan","Chinese","N/A","Good","Excellent","No","None","Chinese, Korean, Spanish","Bilingual staff","5 minutes or less","Yes","10013","40.715093","-74.001948","101","1","1001830","1001660027","2901","MN0102"
"06/21/2018","CLERK","CCK-M-01","Borough Office","141 Worth St.","Manhattan","Observation only","N/A",,"Good","No","None","Chinese, Korean, Spanish","Bilingual staff",,,"10013","40.715093","-74.001948","101","1","1001830","1001660027","2901","MN0102"
"06/21/2018","DCAS","CAS-M-04","City Store","1 Centre St.","Manhattan","Korean","N/A",,"Good","Yes","None",,"None","N/A","No","10007","40.713001","-74.004181","101","1","1001394","1001210001","2901","MN0102"
